# 1.Supply reference no.| 2.Node| 3.Product| 4.Bid| 5.Capacity| 6. Period | 7. Supplier ID| 8. Contract ID
S02529|NMAD|MW|77.0356|100|Z020|S2|H03
S02530|NMAD|MW|82.44|100|Z020|S2|H04
S02531|NMAD|MW|88.0276|100|Z020|S2|H05
S02532|NMAD|MW|93.7984|100|Z020|S2|H06
S02533|NMAD|MW|99.75240000000001|100|Z020|S2|H07
S02534|NMAD|MW|105.8896|100|Z020|S2|H08
S02535|NMAD|MW|112.21000000000001|100|Z020|S2|H09
S02536|NMAD|MW|118.7136|100|Z020|S2|H10
S02537|NMAD|MW|125.4004|100|Z020|S2|H11
S02538|NMAD|MW|132.2704|100|Z020|S2|H12
S02539|NMAD|MW|139.3236|100|Z020|S2|H13
S02540|NMAD|MW|146.56|100|Z020|S2|H14
S02541|NMAD|MW|153.9796|100|Z020|S2|H15
S02542|NMAD|MW|161.5824|100|Z020|S2|H16
S02543|NMAD|MW|169.3684|100|Z020|S2|H17
S02544|NMAD|MW|177.3376|100|Z020|S2|H18
S02545|NMAD|MW|66.77640000000001|2700|Z021|S2|H01
S02546|NMAD|MW|71.8144|100|Z021|S2|H02
S02547|NMAD|MW|77.0356|100|Z021|S2|H03
S02548|NMAD|MW|82.44|100|Z021|S2|H04
S02549|NMAD|MW|88.0276|100|Z021|S2|H05
S02550|NMAD|MW|93.7984|100|Z021|S2|H06
S02551|NMAD|MW|99.75240000000001|100|Z021|S2|H07
S02552|NMAD|MW|105.8896|100|Z021|S2|H08
S02553|NMAD|MW|112.21000000000001|100|Z021|S2|H09
S02554|NMAD|MW|118.7136|100|Z021|S2|H10
S02555|NMAD|MW|125.4004|100|Z021|S2|H11
S02556|NMAD|MW|132.2704|100|Z021|S2|H12
S02557|NMAD|MW|139.3236|100|Z021|S2|H13
S02558|NMAD|MW|146.56|100|Z021|S2|H14
S02559|NMAD|MW|153.9796|100|Z021|S2|H15
S02560|NMAD|MW|161.5824|100|Z021|S2|H16
S02561|NMAD|MW|169.3684|100|Z021|S2|H17
S02562|NMAD|MW|177.3376|100|Z021|S2|H18
S02563|NMAD|MW|66.77640000000001|2700|Z022|S2|H01
S02564|NMAD|MW|71.8144|100|Z022|S2|H02
S02565|NMAD|MW|77.0356|100|Z022|S2|H03
S02566|NMAD|MW|82.44|100|Z022|S2|H04
S02567|NMAD|MW|88.0276|100|Z022|S2|H05
S02568|NMAD|MW|93.7984|100|Z022|S2|H06
S02569|NMAD|MW|99.75240000000001|100|Z022|S2|H07
S02570|NMAD|MW|105.8896|100|Z022|S2|H08
S02571|NMAD|MW|112.21000000000001|100|Z022|S2|H09
S02572|NMAD|MW|118.7136|100|Z022|S2|H10
S02573|NMAD|MW|125.4004|100|Z022|S2|H11
S02574|NMAD|MW|132.2704|100|Z022|S2|H12
S02575|NMAD|MW|139.3236|100|Z022|S2|H13
S02576|NMAD|MW|146.56|100|Z022|S2|H14
S02577|NMAD|MW|153.9796|100|Z022|S2|H15
S02578|NMAD|MW|161.5824|100|Z022|S2|H16
S02579|NMAD|MW|169.3684|100|Z022|S2|H17
S02580|NMAD|MW|177.3376|100|Z022|S2|H18
S02581|NMAD|MW|66.77640000000001|2700|Z023|S2|H01
S02582|NMAD|MW|71.8144|100|Z023|S2|H02
S02583|NMAD|MW|77.0356|100|Z023|S2|H03
S02584|NMAD|MW|82.44|100|Z023|S2|H04
S02585|NMAD|MW|88.0276|100|Z023|S2|H05
S02586|NMAD|MW|93.7984|100|Z023|S2|H06
S02587|NMAD|MW|99.75240000000001|100|Z023|S2|H07
S02588|NMAD|MW|105.8896|100|Z023|S2|H08
S02589|NMAD|MW|112.21000000000001|100|Z023|S2|H09
S02590|NMAD|MW|118.7136|100|Z023|S2|H10
S02591|NMAD|MW|125.4004|100|Z023|S2|H11
S02592|NMAD|MW|132.2704|100|Z023|S2|H12
S02593|NMAD|MW|139.3236|100|Z023|S2|H13
S02594|NMAD|MW|146.56|100|Z023|S2|H14
S02595|NMAD|MW|153.9796|100|Z023|S2|H15
S02596|NMAD|MW|161.5824|100|Z023|S2|H16
S02597|NMAD|MW|169.3684|100|Z023|S2|H17
S02598|NMAD|MW|177.3376|100|Z023|S2|H18
S02599|NMAD|MW|66.77640000000001|2700|Z024|S2|H01
S02600|NMAD|MW|71.8144|100|Z024|S2|H02
S02601|NMAD|MW|77.0356|100|Z024|S2|H03
S02602|NMAD|MW|82.44|100|Z024|S2|H04
S02603|NMAD|MW|88.0276|100|Z024|S2|H05
S02604|NMAD|MW|93.7984|100|Z024|S2|H06
S02605|NMAD|MW|99.75240000000001|100|Z024|S2|H07
S02606|NMAD|MW|105.8896|100|Z024|S2|H08
S02607|NMAD|MW|112.21000000000001|100|Z024|S2|H09
S02608|NMAD|MW|118.7136|100|Z024|S2|H10
S02609|NMAD|MW|125.4004|100|Z024|S2|H11
S02610|NMAD|MW|132.2704|100|Z024|S2|H12
S02611|NMAD|MW|139.3236|100|Z024|S2|H13
S02612|NMAD|MW|146.56|100|Z024|S2|H14
S02613|NMAD|MW|153.9796|100|Z024|S2|H15
S02614|NMAD|MW|161.5824|100|Z024|S2|H16
S02615|NMAD|MW|169.3684|100|Z024|S2|H17
S02616|NMAD|MW|177.3376|100|Z024|S2|H18
S02617|NMAD|MW|66.77640000000001|2700|Z025|S2|H01
S02618|NMAD|MW|71.8144|100|Z025|S2|H02
S02619|NMAD|MW|77.0356|100|Z025|S2|H03
S02620|NMAD|MW|82.44|100|Z025|S2|H04
S02621|NMAD|MW|88.0276|100|Z025|S2|H05
S02622|NMAD|MW|93.7984|100|Z025|S2|H06
S02623|NMAD|MW|99.75240000000001|100|Z025|S2|H07
S02624|NMAD|MW|105.8896|100|Z025|S2|H08
S02625|NMAD|MW|112.21000000000001|100|Z025|S2|H09
S02626|NMAD|MW|118.7136|100|Z025|S2|H10
S02627|NMAD|MW|125.4004|100|Z025|S2|H11
S02628|NMAD|MW|132.2704|100|Z025|S2|H12
S02629|NMAD|MW|139.3236|100|Z025|S2|H13
S02630|NMAD|MW|146.56|100|Z025|S2|H14
S02631|NMAD|MW|153.9796|100|Z025|S2|H15
S02632|NMAD|MW|161.5824|100|Z025|S2|H16
S02633|NMAD|MW|169.3684|100|Z025|S2|H17
S02634|NMAD|MW|177.3376|100|Z025|S2|H18
S02635|NMAD|MW|66.77640000000001|2700|Z026|S2|H01
S02636|NMAD|MW|71.8144|100|Z026|S2|H02
S02637|NMAD|MW|77.0356|100|Z026|S2|H03
S02638|NMAD|MW|82.44|100|Z026|S2|H04
S02639|NMAD|MW|88.0276|100|Z026|S2|H05
S02640|NMAD|MW|93.7984|100|Z026|S2|H06
S02641|NMAD|MW|99.75240000000001|100|Z026|S2|H07
S02642|NMAD|MW|105.8896|100|Z026|S2|H08
S02643|NMAD|MW|112.21000000000001|100|Z026|S2|H09
S02644|NMAD|MW|118.7136|100|Z026|S2|H10
S02645|NMAD|MW|125.4004|100|Z026|S2|H11
S02646|NMAD|MW|132.2704|100|Z026|S2|H12
S02647|NMAD|MW|139.3236|100|Z026|S2|H13
S02648|NMAD|MW|146.56|100|Z026|S2|H14
S02649|NMAD|MW|153.9796|100|Z026|S2|H15
S02650|NMAD|MW|161.5824|100|Z026|S2|H16
S02651|NMAD|MW|169.3684|100|Z026|S2|H17
S02652|NMAD|MW|177.3376|100|Z026|S2|H18
S02653|NMAD|MW|66.77640000000001|2700|Z027|S2|H01
S02654|NMAD|MW|71.8144|100|Z027|S2|H02
S02655|NMAD|MW|77.0356|100|Z027|S2|H03
S02656|NMAD|MW|82.44|100|Z027|S2|H04
S02657|NMAD|MW|88.0276|100|Z027|S2|H05
S02658|NMAD|MW|93.7984|100|Z027|S2|H06
S02659|NMAD|MW|99.75240000000001|100|Z027|S2|H07
S02660|NMAD|MW|105.8896|100|Z027|S2|H08
S02661|NMAD|MW|112.21000000000001|100|Z027|S2|H09
S02662|NMAD|MW|118.7136|100|Z027|S2|H10
S02663|NMAD|MW|125.4004|100|Z027|S2|H11
S02664|NMAD|MW|132.2704|100|Z027|S2|H12
S02665|NMAD|MW|139.3236|100|Z027|S2|H13
S02666|NMAD|MW|146.56|100|Z027|S2|H14
S02667|NMAD|MW|153.9796|100|Z027|S2|H15
S02668|NMAD|MW|161.5824|100|Z027|S2|H16
S02669|NMAD|MW|169.3684|100|Z027|S2|H17
S02670|NMAD|MW|177.3376|100|Z027|S2|H18
S02671|NMAD|MW|66.77640000000001|2700|Z028|S2|H01
S02672|NMAD|MW|71.8144|100|Z028|S2|H02
S02673|NMAD|MW|77.0356|100|Z028|S2|H03
S02674|NMAD|MW|82.44|100|Z028|S2|H04
S02675|NMAD|MW|88.0276|100|Z028|S2|H05
S02676|NMAD|MW|93.7984|100|Z028|S2|H06
S02677|NMAD|MW|99.75240000000001|100|Z028|S2|H07
S02678|NMAD|MW|105.8896|100|Z028|S2|H08
S02679|NMAD|MW|112.21000000000001|100|Z028|S2|H09
S02680|NMAD|MW|118.7136|100|Z028|S2|H10
S02681|NMAD|MW|125.4004|100|Z028|S2|H11
S02682|NMAD|MW|132.2704|100|Z028|S2|H12
S02683|NMAD|MW|139.3236|100|Z028|S2|H13
S02684|NMAD|MW|146.56|100|Z028|S2|H14
S02685|NMAD|MW|153.9796|100|Z028|S2|H15
S02686|NMAD|MW|161.5824|100|Z028|S2|H16
S02687|NMAD|MW|169.3684|100|Z028|S2|H17
S02688|NMAD|MW|177.3376|100|Z028|S2|H18
S02689|NMAD|MW|66.77640000000001|2700|Z029|S2|H01
S02690|NMAD|MW|71.8144|100|Z029|S2|H02
S02691|NMAD|MW|77.0356|100|Z029|S2|H03
S02692|NMAD|MW|82.44|100|Z029|S2|H04
S02693|NMAD|MW|88.0276|100|Z029|S2|H05
S02694|NMAD|MW|93.7984|100|Z029|S2|H06
S02695|NMAD|MW|99.75240000000001|100|Z029|S2|H07
S02696|NMAD|MW|105.8896|100|Z029|S2|H08
S02697|NMAD|MW|112.21000000000001|100|Z029|S2|H09
S02698|NMAD|MW|118.7136|100|Z029|S2|H10
S02699|NMAD|MW|125.4004|100|Z029|S2|H11
S02700|NMAD|MW|132.2704|100|Z029|S2|H12
S02701|NMAD|MW|139.3236|100|Z029|S2|H13
S02702|NMAD|MW|146.56|100|Z029|S2|H14
S02703|NMAD|MW|153.9796|100|Z029|S2|H15
S02704|NMAD|MW|161.5824|100|Z029|S2|H16
S02705|NMAD|MW|169.3684|100|Z029|S2|H17
S02706|NMAD|MW|177.3376|100|Z029|S2|H18
S02707|NMAD|MW|66.77640000000001|2700|Z030|S2|H01
S02708|NMAD|MW|71.8144|100|Z030|S2|H02
S02709|NMAD|MW|77.0356|100|Z030|S2|H03
S02710|NMAD|MW|82.44|100|Z030|S2|H04
S02711|NMAD|MW|88.0276|100|Z030|S2|H05
S02712|NMAD|MW|93.7984|100|Z030|S2|H06
S02713|NMAD|MW|99.75240000000001|100|Z030|S2|H07
S02714|NMAD|MW|105.8896|100|Z030|S2|H08
S02715|NMAD|MW|112.21000000000001|100|Z030|S2|H09
S02716|NMAD|MW|118.7136|100|Z030|S2|H10
S02717|NMAD|MW|125.4004|100|Z030|S2|H11
S02718|NMAD|MW|132.2704|100|Z030|S2|H12
S02719|NMAD|MW|139.3236|100|Z030|S2|H13
S02720|NMAD|MW|146.56|100|Z030|S2|H14
S02721|NMAD|MW|153.9796|100|Z030|S2|H15
S02722|NMAD|MW|161.5824|100|Z030|S2|H16
S02723|NMAD|MW|169.3684|100|Z030|S2|H17
S02724|NMAD|MW|177.3376|100|Z030|S2|H18
S02725|NMAD|MW|66.77640000000001|2700|Z031|S2|H01
S02726|NMAD|MW|71.8144|100|Z031|S2|H02
S02727|NMAD|MW|77.0356|100|Z031|S2|H03
S02728|NMAD|MW|82.44|100|Z031|S2|H04
S02729|NMAD|MW|88.0276|100|Z031|S2|H05
S02730|NMAD|MW|93.7984|100|Z031|S2|H06
S02731|NMAD|MW|99.75240000000001|100|Z031|S2|H07
S02732|NMAD|MW|105.8896|100|Z031|S2|H08
S02733|NMAD|MW|112.21000000000001|100|Z031|S2|H09
S02734|NMAD|MW|118.7136|100|Z031|S2|H10
S02735|NMAD|MW|125.4004|100|Z031|S2|H11
S02736|NMAD|MW|132.2704|100|Z031|S2|H12
S02737|NMAD|MW|139.3236|100|Z031|S2|H13
S02738|NMAD|MW|146.56|100|Z031|S2|H14
S02739|NMAD|MW|153.9796|100|Z031|S2|H15
S02740|NMAD|MW|161.5824|100|Z031|S2|H16
S02741|NMAD|MW|169.3684|100|Z031|S2|H17
S02742|NMAD|MW|177.3376|100|Z031|S2|H18
S02743|NMAD|MW|66.77640000000001|2700|Z032|S2|H01
S02744|NMAD|MW|71.8144|100|Z032|S2|H02
S02745|NMAD|MW|77.0356|100|Z032|S2|H03
S02746|NMAD|MW|82.44|100|Z032|S2|H04
S02747|NMAD|MW|88.0276|100|Z032|S2|H05
S02748|NMAD|MW|93.7984|100|Z032|S2|H06
S02749|NMAD|MW|99.75240000000001|100|Z032|S2|H07
S02750|NMAD|MW|105.8896|100|Z032|S2|H08
S02751|NMAD|MW|112.21000000000001|100|Z032|S2|H09
S02752|NMAD|MW|118.7136|100|Z032|S2|H10
S02753|NMAD|MW|125.4004|100|Z032|S2|H11
S02754|NMAD|MW|132.2704|100|Z032|S2|H12
S02755|NMAD|MW|139.3236|100|Z032|S2|H13
S02756|NMAD|MW|146.56|100|Z032|S2|H14
S02757|NMAD|MW|153.9796|100|Z032|S2|H15
S02758|NMAD|MW|161.5824|100|Z032|S2|H16
S02759|NMAD|MW|169.3684|100|Z032|S2|H17
S02760|NMAD|MW|177.3376|100|Z032|S2|H18
S02761|NMAD|MW|66.77640000000001|2700|Z033|S2|H01
S02762|NMAD|MW|71.8144|100|Z033|S2|H02
S02763|NMAD|MW|77.0356|100|Z033|S2|H03
S02764|NMAD|MW|82.44|100|Z033|S2|H04
S02765|NMAD|MW|88.0276|100|Z033|S2|H05
S02766|NMAD|MW|93.7984|100|Z033|S2|H06
S02767|NMAD|MW|99.75240000000001|100|Z033|S2|H07
S02768|NMAD|MW|105.8896|100|Z033|S2|H08
S02769|NMAD|MW|112.21000000000001|100|Z033|S2|H09
S02770|NMAD|MW|118.7136|100|Z033|S2|H10
S02771|NMAD|MW|125.4004|100|Z033|S2|H11
S02772|NMAD|MW|132.2704|100|Z033|S2|H12
S02773|NMAD|MW|139.3236|100|Z033|S2|H13
S02774|NMAD|MW|146.56|100|Z033|S2|H14
S02775|NMAD|MW|153.9796|100|Z033|S2|H15
S02776|NMAD|MW|161.5824|100|Z033|S2|H16
S02777|NMAD|MW|169.3684|100|Z033|S2|H17
S02778|NMAD|MW|177.3376|100|Z033|S2|H18
S02779|NMAD|MW|66.77640000000001|2700|Z034|S2|H01
S02780|NMAD|MW|71.8144|100|Z034|S2|H02
S02781|NMAD|MW|77.0356|100|Z034|S2|H03
S02782|NMAD|MW|82.44|100|Z034|S2|H04
S02783|NMAD|MW|88.0276|100|Z034|S2|H05
S02784|NMAD|MW|93.7984|100|Z034|S2|H06
S02785|NMAD|MW|99.75240000000001|100|Z034|S2|H07
S02786|NMAD|MW|105.8896|100|Z034|S2|H08
S02787|NMAD|MW|112.21000000000001|100|Z034|S2|H09
S02788|NMAD|MW|118.7136|100|Z034|S2|H10
S02789|NMAD|MW|125.4004|100|Z034|S2|H11
S02790|NMAD|MW|132.2704|100|Z034|S2|H12
S02791|NMAD|MW|139.3236|100|Z034|S2|H13
S02792|NMAD|MW|146.56|100|Z034|S2|H14
S02793|NMAD|MW|153.9796|100|Z034|S2|H15
S02794|NMAD|MW|161.5824|100|Z034|S2|H16
S02795|NMAD|MW|169.3684|100|Z034|S2|H17
S02796|NMAD|MW|177.3376|100|Z034|S2|H18
S02797|NMAD|MW|66.77640000000001|2700|Z035|S2|H01
S02798|NMAD|MW|71.8144|100|Z035|S2|H02
S02799|NMAD|MW|77.0356|100|Z035|S2|H03
S02800|NMAD|MW|82.44|100|Z035|S2|H04
S02801|NMAD|MW|88.0276|100|Z035|S2|H05
S02802|NMAD|MW|93.7984|100|Z035|S2|H06
S02803|NMAD|MW|99.75240000000001|100|Z035|S2|H07
S02804|NMAD|MW|105.8896|100|Z035|S2|H08
S02805|NMAD|MW|112.21000000000001|100|Z035|S2|H09
S02806|NMAD|MW|118.7136|100|Z035|S2|H10
S02807|NMAD|MW|125.4004|100|Z035|S2|H11
S02808|NMAD|MW|132.2704|100|Z035|S2|H12
S02809|NMAD|MW|139.3236|100|Z035|S2|H13
S02810|NMAD|MW|146.56|100|Z035|S2|H14
S02811|NMAD|MW|153.9796|100|Z035|S2|H15
S02812|NMAD|MW|161.5824|100|Z035|S2|H16
S02813|NMAD|MW|169.3684|100|Z035|S2|H17
S02814|NMAD|MW|177.3376|100|Z035|S2|H18
S02815|NMAD|MW|66.77640000000001|2700|Z036|S2|H01
S02816|NMAD|MW|71.8144|100|Z036|S2|H02
S02817|NMAD|MW|77.0356|100|Z036|S2|H03
S02818|NMAD|MW|82.44|100|Z036|S2|H04
S02819|NMAD|MW|88.0276|100|Z036|S2|H05
S02820|NMAD|MW|93.7984|100|Z036|S2|H06
S02821|NMAD|MW|99.75240000000001|100|Z036|S2|H07
S02822|NMAD|MW|105.8896|100|Z036|S2|H08
S02823|NMAD|MW|112.21000000000001|100|Z036|S2|H09
S02824|NMAD|MW|118.7136|100|Z036|S2|H10
S02825|NMAD|MW|125.4004|100|Z036|S2|H11
S02826|NMAD|MW|132.2704|100|Z036|S2|H12
S02827|NMAD|MW|139.3236|100|Z036|S2|H13
S02828|NMAD|MW|146.56|100|Z036|S2|H14
S02829|NMAD|MW|153.9796|100|Z036|S2|H15
S02830|NMAD|MW|161.5824|100|Z036|S2|H16
S02831|NMAD|MW|169.3684|100|Z036|S2|H17
S02832|NMAD|MW|177.3376|100|Z036|S2|H18
S02833|NMAD|MW|66.77640000000001|2700|Z037|S2|H01
S02834|NMAD|MW|71.8144|100|Z037|S2|H02
S02835|NMAD|MW|77.0356|100|Z037|S2|H03
S02836|NMAD|MW|82.44|100|Z037|S2|H04
S02837|NMAD|MW|88.0276|100|Z037|S2|H05
S02838|NMAD|MW|93.7984|100|Z037|S2|H06
S02839|NMAD|MW|99.75240000000001|100|Z037|S2|H07
S02840|NMAD|MW|105.8896|100|Z037|S2|H08
S02841|NMAD|MW|112.21000000000001|100|Z037|S2|H09
S02842|NMAD|MW|118.7136|100|Z037|S2|H10
S02843|NMAD|MW|125.4004|100|Z037|S2|H11
S02844|NMAD|MW|132.2704|100|Z037|S2|H12
S02845|NMAD|MW|139.3236|100|Z037|S2|H13
S02846|NMAD|MW|146.56|100|Z037|S2|H14
S02847|NMAD|MW|153.9796|100|Z037|S2|H15
S02848|NMAD|MW|161.5824|100|Z037|S2|H16
S02849|NMAD|MW|169.3684|100|Z037|S2|H17
S02850|NMAD|MW|177.3376|100|Z037|S2|H18
S02851|NMAD|MW|66.77640000000001|2700|Z038|S2|H01
S02852|NMAD|MW|71.8144|100|Z038|S2|H02
S02853|NMAD|MW|77.0356|100|Z038|S2|H03
S02854|NMAD|MW|82.44|100|Z038|S2|H04
S02855|NMAD|MW|88.0276|100|Z038|S2|H05
S02856|NMAD|MW|93.7984|100|Z038|S2|H06
S02857|NMAD|MW|99.75240000000001|100|Z038|S2|H07
S02858|NMAD|MW|105.8896|100|Z038|S2|H08
S02859|NMAD|MW|112.21000000000001|100|Z038|S2|H09
S02860|NMAD|MW|118.7136|100|Z038|S2|H10
S02861|NMAD|MW|125.4004|100|Z038|S2|H11
S02862|NMAD|MW|132.2704|100|Z038|S2|H12
S02863|NMAD|MW|139.3236|100|Z038|S2|H13
S02864|NMAD|MW|146.56|100|Z038|S2|H14
S02865|NMAD|MW|153.9796|100|Z038|S2|H15
S02866|NMAD|MW|161.5824|100|Z038|S2|H16
S02867|NMAD|MW|169.3684|100|Z038|S2|H17
S02868|NMAD|MW|177.3376|100|Z038|S2|H18
S02869|NMAD|MW|66.77640000000001|2700|Z039|S2|H01
S02870|NMAD|MW|71.8144|100|Z039|S2|H02
S02871|NMAD|MW|77.0356|100|Z039|S2|H03
S02872|NMAD|MW|82.44|100|Z039|S2|H04
S02873|NMAD|MW|88.0276|100|Z039|S2|H05
S02874|NMAD|MW|93.7984|100|Z039|S2|H06
S02875|NMAD|MW|99.75240000000001|100|Z039|S2|H07
S02876|NMAD|MW|105.8896|100|Z039|S2|H08
S02877|NMAD|MW|112.21000000000001|100|Z039|S2|H09
S02878|NMAD|MW|118.7136|100|Z039|S2|H10
S02879|NMAD|MW|125.4004|100|Z039|S2|H11
S02880|NMAD|MW|132.2704|100|Z039|S2|H12
S02881|NMAD|MW|139.3236|100|Z039|S2|H13
S02882|NMAD|MW|146.56|100|Z039|S2|H14
S02883|NMAD|MW|153.9796|100|Z039|S2|H15
S02884|NMAD|MW|161.5824|100|Z039|S2|H16
S02885|NMAD|MW|169.3684|100|Z039|S2|H17
S02886|NMAD|MW|177.3376|100|Z039|S2|H18
S02887|NMAD|MW|66.77640000000001|2700|Z040|S2|H01
S02888|NMAD|MW|71.8144|100|Z040|S2|H02
S02889|NMAD|MW|77.0356|100|Z040|S2|H03
S02890|NMAD|MW|82.44|100|Z040|S2|H04
S02891|NMAD|MW|88.0276|100|Z040|S2|H05
S02892|NMAD|MW|93.7984|100|Z040|S2|H06
S02893|NMAD|MW|99.75240000000001|100|Z040|S2|H07
S02894|NMAD|MW|105.8896|100|Z040|S2|H08
S02895|NMAD|MW|112.21000000000001|100|Z040|S2|H09
S02896|NMAD|MW|118.7136|100|Z040|S2|H10
S02897|NMAD|MW|125.4004|100|Z040|S2|H11
S02898|NMAD|MW|132.2704|100|Z040|S2|H12
S02899|NMAD|MW|139.3236|100|Z040|S2|H13
S02900|NMAD|MW|146.56|100|Z040|S2|H14
S02901|NMAD|MW|153.9796|100|Z040|S2|H15
S02902|NMAD|MW|161.5824|100|Z040|S2|H16
S02903|NMAD|MW|169.3684|100|Z040|S2|H17
S02904|NMAD|MW|177.3376|100|Z040|S2|H18
S02905|NMAD|MW|66.77640000000001|2700|Z041|S2|H01
S02906|NMAD|MW|71.8144|100|Z041|S2|H02
S02907|NMAD|MW|77.0356|100|Z041|S2|H03
S02908|NMAD|MW|82.44|100|Z041|S2|H04
S02909|NMAD|MW|88.0276|100|Z041|S2|H05
S02910|NMAD|MW|93.7984|100|Z041|S2|H06
S02911|NMAD|MW|99.75240000000001|100|Z041|S2|H07
S02912|NMAD|MW|105.8896|100|Z041|S2|H08
S02913|NMAD|MW|112.21000000000001|100|Z041|S2|H09
S02914|NMAD|MW|118.7136|100|Z041|S2|H10
S02915|NMAD|MW|125.4004|100|Z041|S2|H11
S02916|NMAD|MW|132.2704|100|Z041|S2|H12
S02917|NMAD|MW|139.3236|100|Z041|S2|H13
S02918|NMAD|MW|146.56|100|Z041|S2|H14
S02919|NMAD|MW|153.9796|100|Z041|S2|H15
S02920|NMAD|MW|161.5824|100|Z041|S2|H16
S02921|NMAD|MW|169.3684|100|Z041|S2|H17
S02922|NMAD|MW|177.3376|100|Z041|S2|H18
S02923|NMAD|MW|66.77640000000001|2700|Z042|S2|H01
S02924|NMAD|MW|71.8144|100|Z042|S2|H02
S02925|NMAD|MW|77.0356|100|Z042|S2|H03
S02926|NMAD|MW|82.44|100|Z042|S2|H04
S02927|NMAD|MW|88.0276|100|Z042|S2|H05
S02928|NMAD|MW|93.7984|100|Z042|S2|H06
S02929|NMAD|MW|99.75240000000001|100|Z042|S2|H07
S02930|NMAD|MW|105.8896|100|Z042|S2|H08
S02931|NMAD|MW|112.21000000000001|100|Z042|S2|H09
S02932|NMAD|MW|118.7136|100|Z042|S2|H10
S02933|NMAD|MW|125.4004|100|Z042|S2|H11
S02934|NMAD|MW|132.2704|100|Z042|S2|H12
S02935|NMAD|MW|139.3236|100|Z042|S2|H13
S02936|NMAD|MW|146.56|100|Z042|S2|H14
S02937|NMAD|MW|153.9796|100|Z042|S2|H15
S02938|NMAD|MW|161.5824|100|Z042|S2|H16
S02939|NMAD|MW|169.3684|100|Z042|S2|H17
S02940|NMAD|MW|177.3376|100|Z042|S2|H18
S02941|NMAD|MW|66.77640000000001|2700|Z043|S2|H01
S02942|NMAD|MW|71.8144|100|Z043|S2|H02
S02943|NMAD|MW|77.0356|100|Z043|S2|H03
S02944|NMAD|MW|82.44|100|Z043|S2|H04
S02945|NMAD|MW|88.0276|100|Z043|S2|H05
S02946|NMAD|MW|93.7984|100|Z043|S2|H06
S02947|NMAD|MW|99.75240000000001|100|Z043|S2|H07
S02948|NMAD|MW|105.8896|100|Z043|S2|H08
S02949|NMAD|MW|112.21000000000001|100|Z043|S2|H09
S02950|NMAD|MW|118.7136|100|Z043|S2|H10
S02951|NMAD|MW|125.4004|100|Z043|S2|H11
S02952|NMAD|MW|132.2704|100|Z043|S2|H12
S02953|NMAD|MW|139.3236|100|Z043|S2|H13
S02954|NMAD|MW|146.56|100|Z043|S2|H14
S02955|NMAD|MW|153.9796|100|Z043|S2|H15
S02956|NMAD|MW|161.5824|100|Z043|S2|H16
S02957|NMAD|MW|169.3684|100|Z043|S2|H17
S02958|NMAD|MW|177.3376|100|Z043|S2|H18
S02959|NMAD|MW|66.77640000000001|2700|Z044|S2|H01
S02960|NMAD|MW|71.8144|100|Z044|S2|H02
S02961|NMAD|MW|77.0356|100|Z044|S2|H03
S02962|NMAD|MW|82.44|100|Z044|S2|H04
S02963|NMAD|MW|88.0276|100|Z044|S2|H05
S02964|NMAD|MW|93.7984|100|Z044|S2|H06
S02965|NMAD|MW|99.75240000000001|100|Z044|S2|H07
S02966|NMAD|MW|105.8896|100|Z044|S2|H08
S02967|NMAD|MW|112.21000000000001|100|Z044|S2|H09
S02968|NMAD|MW|118.7136|100|Z044|S2|H10
S02969|NMAD|MW|125.4004|100|Z044|S2|H11
S02970|NMAD|MW|132.2704|100|Z044|S2|H12
S02971|NMAD|MW|139.3236|100|Z044|S2|H13
S02972|NMAD|MW|146.56|100|Z044|S2|H14
S02973|NMAD|MW|153.9796|100|Z044|S2|H15
S02974|NMAD|MW|161.5824|100|Z044|S2|H16
S02975|NMAD|MW|169.3684|100|Z044|S2|H17
S02976|NMAD|MW|177.3376|100|Z044|S2|H18
S02977|NMAD|MW|66.77640000000001|2700|Z045|S2|H01
S02978|NMAD|MW|71.8144|100|Z045|S2|H02
S02979|NMAD|MW|77.0356|100|Z045|S2|H03
S02980|NMAD|MW|82.44|100|Z045|S2|H04
S02981|NMAD|MW|88.0276|100|Z045|S2|H05
S02982|NMAD|MW|93.7984|100|Z045|S2|H06
S02983|NMAD|MW|99.75240000000001|100|Z045|S2|H07
S02984|NMAD|MW|105.8896|100|Z045|S2|H08
S02985|NMAD|MW|112.21000000000001|100|Z045|S2|H09
S02986|NMAD|MW|118.7136|100|Z045|S2|H10
S02987|NMAD|MW|125.4004|100|Z045|S2|H11
S02988|NMAD|MW|132.2704|100|Z045|S2|H12
S02989|NMAD|MW|139.3236|100|Z045|S2|H13
S02990|NMAD|MW|146.56|100|Z045|S2|H14
S02991|NMAD|MW|153.9796|100|Z045|S2|H15
S02992|NMAD|MW|161.5824|100|Z045|S2|H16
S02993|NMAD|MW|169.3684|100|Z045|S2|H17
S02994|NMAD|MW|177.3376|100|Z045|S2|H18
S02995|NMAD|MW|66.77640000000001|2700|Z046|S2|H01
S02996|NMAD|MW|71.8144|100|Z046|S2|H02
S02997|NMAD|MW|77.0356|100|Z046|S2|H03
S02998|NMAD|MW|82.44|100|Z046|S2|H04
S02999|NMAD|MW|88.0276|100|Z046|S2|H05
S03000|NMAD|MW|93.7984|100|Z046|S2|H06
S03001|NMAD|MW|99.75240000000001|100|Z046|S2|H07
